"OrganizationId","OrganizationName","OrganizationSlug","OrganizationCreationDate","OrganizationDescription"
"1570","London Data Store","LondonDataStore","04/19/2018","The London Datastore is  a free and open data-sharing portal  where anyone can access data relating to the capital.  Whether you’re a citizen, business owner, researcher or developer, the site provides over 700 datasets to help you understand the city and develop solutions to London’s problems.Please do have a look around, and let us know what you think.

https://data.london.gov.uk/

Photo Credit: https://unsplash.com/photos/oyUXVzq-7Po"
"1572","Data.gov","datagov","04/20/2018","The home of the U.S. Government’s open data

[Here][1] you will find data, tools, and resources to conduct research, develop web and mobile applications, design data visualizations, and more.

https://www.data.gov/


  [1]: https://www.data.gov/"
"1573","U.S. Forest Service","usforestservice","04/21/2018","The U.S. Forest Service manages and protects 154 national forests and 20 grasslands in 43 states and Puerto Rico. The agency’s mission is to sustain the health, diversity, and productivity of the nation’s forests and grasslands to meet the needs of present and future generations.

https://www.fs.fed.us/about-agency"
"1575","GTI","gti-upm","04/23/2018",""
"1585","CollabTest3","collabtest3","04/25/2018",""
"1588","CERN","cern","04/26/2018",""
"1590","Edmunds","edmundsinc","04/27/2018",""
"1593","DCASE Challenge","dcase-challenge","04/30/2018","DCASE Challenge is a yearly evaluation campaing for researchers working  on Detection and Classification of Acoustic Scenes and Events. Aim of the challenge is to provide open data for researchers, encourage reproducible research and attract new researchers into the field."
"1595","State of New York","new-york-state","04/30/2018","New York is located in the Northeastern region of the United States and is home to nearly 20 million people.

Disclaimer: this organization profile is not managed by the State of New York."
"1602","CheaperThanTires","cheaper-than-tire","05/02/2018",""
"1606","City of San Francisco","san-francisco","05/03/2018","City in Northern California known for the Golden Gate Bridge, Alcatraz Island, and the San Francisco Bay.

Disclaimer: this organization profile is not managed by the City of San Francisco."
"1609","City of Seattle","city-of-seattle","05/04/2018","Seattle is located in the Pacific Northwest and is mostly known for its Space Needle and football team: the Seattle Seahawks. 

Disclaimer: this organization profile is not managed by the City of Seattle."
"1612","City of Baltimore","city-of-baltimore","05/04/2018","Baltimore is located in the northeastern United States in Maryland. It's mostly known for Fort McHenry, the birthplace of the national anthem, and its football team: the Baltimore Ravens.

Disclaimer: this organization profile is not managed by the City of Baltimore."
"1623","Google Research","googleai","05/07/2018","Google AI tackles the most challenging problems in computer science.  Our teams aspire to make discoveries that impact everyone, and core to our approach is sharing our research and tools to fuel progress in the field.  Our researchers publish regularly in academic journals, release projects as open source, and apply research to Google products."
"1632","Australasian Language Technology Association","australasianlt","05/10/2018","The purpose of the [Australasian Language Technology Association (ALTA)](http://www.alta.asn.au/) is to promote language technology research and development in Australia and New Zealand. ALTA will organise regular events for the exchange of research results and for academic and industrial training, and will co-ordinate activities with other professional societies."
"1638","TidyTuesday","tidytuesday","05/15/2018","Join the R4DS Online Learning Community in the weekly #TidyTuesday event! Every week we post a raw dataset, an original chart associated with that dataset, and ask you to apply your take on the chart. While the data set will be “tamed”, it will not always be tidy! As such you might need to apply various R for Data Science techniques to wrangle the data into a true tidy format. The goal of Tidy Tuesday is to apply your R skills, get feedback, explore other’s work, and connect with the greater RStats community! As such we encourage everyone of all skills to participate!"
"1639","Madgrades","Madgrades","05/16/2018",""
"1643","Institute for Data Science, FHNW Switzerland","fhnw-i4ds","05/17/2018","**Our institute focus on generating insights and knowledge out of data.**

We investigate and develop methods to generate new insights and new knowledge out of data collections in order to support people in taking informed decisions, in diverse application domains for business, science, and society.

The institute is also dedicated to inform the public about chances and dangers of collecting data.

The approach taken is quite traditional to data science, combining a mathematical and statistical corpus with computer science technology to handle data amounts that can be very large.

The institute covers all steps of the data value chain, from the data creation to the data interpretation. Especially important for this is its participation to space instrumentation, as well as its involvement in heliophysics research. 

Methodology
----------------

Methodologies include, on the one hand, traditional algorithms from the domains of machine learning, natural language processing, and data mining. On the other hand, they also include «supporting measures» such as data visualization, data pipelines, and high-perfomance computing.

Application fields
---------------------

The application fields are quite diverse, ranging from building, pharmaceutical and insurance businesses up to academic topics such as astronomy. The institute is also involved in projects for the ageing society as well as science communication.

Feel free to [visit us][1] if you want to learn more!


  [1]: https://www.fhnw.ch/en/about-fhnw/schools/school-of-engineering/institutes/institute-for-data-science ""Institute for Data Science"""
"1645","Bengali.AI","BengaliAI","05/18/2018","Bengali.AI is a community posing to solve the absence of open sourced datasets for Bengali Natural Language Processing/Computer Vision research. The datasets open sourced by Bengali.AI go through a rigorous process of standardization and are licensed under Creative Commons Attribution 4.0 International (CC BY 4.0), open for both non-commercial and commercial use. Join our [Facebook group](https://www.facebook.com/groups/334432463719627/) for frequent updates"
"1650","bipubipu","bipubipu","05/21/2018",""
"1653","Jedha Bootcamp","jedhabootcamp","05/21/2018","Jedha est un programme de 8 semaines à temps partiel destiné aux personnes souhaitant exploiter toute source de données et maîtriser des compétences prisées par les entreprises.

À la fin de ce cours, les étudiants sont en mesure d’extraire des données, de les analyser et les interpréter afin de pouvoir prendre des décisions éclairées quant à leurs problématiques d’entreprise. Le cours commence par l’utilisation des outils de web analyse les plus populaires, comme Google Analytics et Optimizely. Il se poursuit par l’apprentissage de SQL et de la data-visualization avec Tableau pour terminer avec les fondamentaux du Big-Data et du Machine Learning."
"1654","Ulabox","ulabox","05/21/2018","Ulabox is the most successful pure-player online grocery in Spain. It picks up more than €1 million in monthly revenue and asserts a customer satisfaction above 95%. It currently serves Barcelona with fresh food and the rest of Spain's peninsula with non perishable items."
"1657","Easy","easytaxi","05/22/2018",""
"1665","ChinaPage","chinapage","05/24/2018","Welcome to Kaggle’s ChinaPage! This collaboration between Kaggle and TalkingData aims to provide timely and interesting China-related data to the global data science community.

欢迎大家来到Kaggle ChinaPage! 中国数据集专区旨在为全球数据科学社群提供独一无二的中国脱敏数据集和真实商业场景。

The digital world relies on data, and nobody produces more of it than China’s over 750 million Internet users. This massive volume of data provides significant advantages—more data powers more accurate predictive models, richer analysis, and more advanced machine learning and deep learning techniques. Since Chinese companies generate such a large amount of data each day, this data can be sorted and analyzed to make better business decisions. There are significant challenges, however, for traditional businesses to realize the value of big data when they transition from legacy systems to data-driven systems, like lacking data science talents , data security, and organizationl resistance . 

在中国拥有7.5亿网名，每天产生大量的数据，这些数据能够帮助我们获得更精准的模型，更先进的机器学习和深度学习技术。而中国的许多企业也逐渐意识到数据的重要性，通过分析数据来帮助企业做决策。但是在企业数字化转型的过程中往往会遇到很多的挑战比如数据人才的缺乏，数据安全以及来自传统组织架构的阻力。

Data is the lifeblood of the digital world, but learning how to use it requires human talent, insight, and creativity. And that is where you come in! We hope you enjoy working with these data sets, generating new insights, and coming up with exciting solutions.

数据是当今数字时代的血液，如果正确的应用他们需要大家的智慧，洞察以及创造力，这是为什么我们来这里邀请大家加入我们，希望大家可以从这些数据中发掘有意思的洞察以及创造新的解决方案！

**About TalkingData**

Founded in 2011, TalkingData is China's leading third-party data intelligence platform. With SmartDP as the core of its data intelligence application ecosystem, TalkingData empowers companies and helps them gradually achieve a data-driven digital transformation.

TalkingData 成立于2011年，是国内领先的第三方数据智能平台。借助以SmartDP为核心的数据智能应用生态为企业赋能，帮助企业逐步实现以数据为驱动力的数字化转型。

[Click here to our website][2]


  [2]: http://www.talkingdata.com"
